country,year,month,month_num,category,events,fatalities
Haiti,2019,February,2,civilian_targeting,5,3
Haiti,2019,March,3,civilian_targeting,16,16
Haiti,2019,April,4,civilian_targeting,13,53
Haiti,2019,May,5,civilian_targeting,18,12
Haiti,2019,June,6,civilian_targeting,14,11
Haiti,2019,July,7,civilian_targeting,10,14
Haiti,2019,August,8,civilian_targeting,14,11
Haiti,2019,September,9,civilian_targeting,22,11
Haiti,2019,October,10,civilian_targeting,28,20
Haiti,2019,November,11,civilian_targeting,37,39
Haiti,2019,December,12,civilian_targeting,15,12
Haiti,2020,January,1,civilian_targeting,23,17
Haiti,2020,February,2,civilian_targeting,29,20
Haiti,2020,March,3,civilian_targeting,21,19
Haiti,2020,April,4,civilian_targeting,16,18
Haiti,2020,May,5,civilian_targeting,20,29
Haiti,2020,June,6,civilian_targeting,23,30
Haiti,2020,July,7,civilian_targeting,44,82
Haiti,2020,August,8,civilian_targeting,31,42
Haiti,2020,September,9,civilian_targeting,29,20
Haiti,2020,October,10,civilian_targeting,48,34
Haiti,2020,November,11,civilian_targeting,47,41
Haiti,2020,December,12,civilian_targeting,29,8
Haiti,2021,January,1,civilian_targeting,45,17
Haiti,2021,February,2,civilian_targeting,32,12
Haiti,2021,March,3,civilian_targeting,34,28
Haiti,2021,April,4,civilian_targeting,51,25
Haiti,2021,May,5,civilian_targeting,31,35
Haiti,2021,June,6,civilian_targeting,25,43
Haiti,2021,July,7,civilian_targeting,18,11
Haiti,2021,August,8,civilian_targeting,30,11
Haiti,2021,September,9,civilian_targeting,35,23
Haiti,2021,October,10,civilian_targeting,44,15
Haiti,2021,November,11,civilian_targeting,39,15
Haiti,2021,December,12,civilian_targeting,40,22
Haiti,2022,January,1,civilian_targeting,36,43
Haiti,2022,February,2,civilian_targeting,39,20
Haiti,2022,March,3,civilian_targeting,35,12
Haiti,2022,April,4,civilian_targeting,43,131
Haiti,2022,May,5,civilian_targeting,64,70
Haiti,2022,June,6,civilian_targeting,42,20
Haiti,2022,July,7,civilian_targeting,72,47
Haiti,2022,August,8,civilian_targeting,24,23
Haiti,2022,September,9,civilian_targeting,38,36
Haiti,2022,October,10,civilian_targeting,55,98
Haiti,2022,November,11,civilian_targeting,40,136
Haiti,2022,December,12,civilian_targeting,31,33
Haiti,2023,January,1,civilian_targeting,35,21
Haiti,2023,February,2,civilian_targeting,58,74
Haiti,2023,March,3,civilian_targeting,100,101
Haiti,2023,April,4,civilian_targeting,65,265
Haiti,2023,May,5,civilian_targeting,59,174
Haiti,2023,June,6,civilian_targeting,33,31
Haiti,2023,July,7,civilian_targeting,60,69
Haiti,2023,August,8,civilian_targeting,76,69
Haiti,2023,September,9,civilian_targeting,37,52
Haiti,2023,October,10,civilian_targeting,49,50
Haiti,2023,November,11,civilian_targeting,58,49
Haiti,2023,December,12,civilian_targeting,50,61
Haiti,2024,January,1,civilian_targeting,67,160
Haiti,2024,February,2,civilian_targeting,60,66
Haiti,2024,March,3,civilian_targeting,72,95
Haiti,2024,April,4,civilian_targeting,50,63
Haiti,2024,May,5,civilian_targeting,59,53
Haiti,2024,June,6,civilian_targeting,28,51
Haiti,2024,July,7,civilian_targeting,42,39
Haiti,2024,August,8,civilian_targeting,34,58
Haiti,2024,September,9,civilian_targeting,34,42
Haiti,2024,October,10,civilian_targeting,59,208
Haiti,2024,November,11,civilian_targeting,108,183
Haiti,2024,December,12,civilian_targeting,79,579
Haiti,2025,January,1,civilian_targeting,104,287
Haiti,2025,February,2,civilian_targeting,131,188
Haiti,2025,March,3,civilian_targeting,129,326
Haiti,2025,April,4,civilian_targeting,59,151
Haiti,2025,May,5,civilian_targeting,56,133
Haiti,2025,June,6,civilian_targeting,51,79
Haiti,2025,July,7,civilian_targeting,59,79
Haiti,2025,August,8,civilian_targeting,38,52
Haiti,2025,September,9,civilian_targeting,30,91
Haiti,2025,October,10,civilian_targeting,62,70
Haiti,2025,November,11,civilian_targeting,69,84
Haiti,2025,December,12,civilian_targeting,53,151
Haiti,2026,January,1,civilian_targeting,54,80
Haiti,2026,February,2,civilian_targeting,44,37
Haiti,2026,March,3,civilian_targeting,60,145
Haiti,2026,April,4,civilian_targeting,50,57
Haiti,2026,May,5,civilian_targeting,55,95
Haiti,2026,June,6,civilian_targeting,39,40
Haiti,2026,July,7,civilian_targeting,44,64
Haiti,2026,August,8,civilian_targeting,29,64
Haiti,2026,September,9,civilian_targeting,3,1
Haiti,2018,January,1,demonstrations,13,
Haiti,2018,February,2,demonstrations,22,
Haiti,2018,March,3,demonstrations,17,
Haiti,2018,April,4,demonstrations,23,
Haiti,2018,May,5,demonstrations,23,
Haiti,2018,June,6,demonstrations,13,
Haiti,2018,July,7,demonstrations,56,
Haiti,2018,August,8,demonstrations,26,
Haiti,2018,September,9,demonstrations,36,
Haiti,2018,October,10,demonstrations,38,
Haiti,2018,November,11,demonstrations,52,
Haiti,2018,December,12,demonstrations,13,
Haiti,2019,January,1,demonstrations,19,
Haiti,2019,February,2,demonstrations,126,
Haiti,2019,March,3,demonstrations,14,
Haiti,2019,April,4,demonstrations,12,
Haiti,2019,May,5,demonstrations,36,
Haiti,2019,June,6,demonstrations,68,
Haiti,2019,July,7,demonstrations,22,
Haiti,2019,August,8,demonstrations,23,
Haiti,2019,September,9,demonstrations,173,
Haiti,2019,October,10,demonstrations,187,
Haiti,2019,November,11,demonstrations,80,
Haiti,2019,December,12,demonstrations,27,
Haiti,2020,January,1,demonstrations,12,
Haiti,2020,February,2,demonstrations,35,
Haiti,2020,March,3,demonstrations,17,
Haiti,2020,April,4,demonstrations,20,
Haiti,2020,May,5,demonstrations,24,
Haiti,2020,June,6,demonstrations,17,
Haiti,2020,July,7,demonstrations,60,
Haiti,2020,August,8,demonstrations,35,
Haiti,2020,September,9,demonstrations,75,
Haiti,2020,October,10,demonstrations,40,
Haiti,2020,November,11,demonstrations,62,
Haiti,2020,December,12,demonstrations,26,
Haiti,2021,January,1,demonstrations,76,
Haiti,2021,February,2,demonstrations,85,
Haiti,2021,March,3,demonstrations,61,
Haiti,2021,April,4,demonstrations,41,
Haiti,2021,May,5,demonstrations,27,
Haiti,2021,June,6,demonstrations,14,
Haiti,2021,July,7,demonstrations,20,
Haiti,2021,August,8,demonstrations,14,
Haiti,2021,September,9,demonstrations,26,
Haiti,2021,October,10,demonstrations,80,
Haiti,2021,November,11,demonstrations,11,
Haiti,2021,December,12,demonstrations,47,
Haiti,2022,January,1,demonstrations,12,
Haiti,2022,February,2,demonstrations,24,
Haiti,2022,March,3,demonstrations,32,
Haiti,2022,April,4,demonstrations,14,
Haiti,2022,May,5,demonstrations,23,
Haiti,2022,June,6,demonstrations,21,
Haiti,2022,July,7,demonstrations,21,
Haiti,2022,August,8,demonstrations,62,
Haiti,2022,September,9,demonstrations,175,
Haiti,2022,October,10,demonstrations,62,
Haiti,2022,November,11,demonstrations,18,
Haiti,2022,December,12,demonstrations,5,
Haiti,2023,January,1,demonstrations,39,
Haiti,2023,February,2,demonstrations,18,
Haiti,2023,March,3,demonstrations,17,
Haiti,2023,April,4,demonstrations,30,
Haiti,2023,May,5,demonstrations,24,
Haiti,2023,June,6,demonstrations,10,
Haiti,2023,July,7,demonstrations,26,
Haiti,2023,August,8,demonstrations,27,
Haiti,2023,September,9,demonstrations,29,
Haiti,2023,October,10,demonstrations,21,
Haiti,2023,November,11,demonstrations,17,
Haiti,2023,December,12,demonstrations,22,
Haiti,2024,January,1,demonstrations,119,
Haiti,2024,February,2,demonstrations,117,
Haiti,2024,March,3,demonstrations,31,
Haiti,2024,April,4,demonstrations,11,
Haiti,2024,May,5,demonstrations,13,
Haiti,2024,June,6,demonstrations,13,
Haiti,2024,July,7,demonstrations,8,
Haiti,2024,August,8,demonstrations,20,
Haiti,2024,September,9,demonstrations,18,
Haiti,2024,October,10,demonstrations,24,
Haiti,2024,November,11,demonstrations,6,
Haiti,2024,December,12,demonstrations,6,
Haiti,2025,January,1,demonstrations,36,
Haiti,2025,February,2,demonstrations,35,
Haiti,2025,March,3,demonstrations,26,
Haiti,2025,April,4,demonstrations,21,
Haiti,2025,May,5,demonstrations,14,
Haiti,2025,June,6,demonstrations,30,
Haiti,2025,July,7,demonstrations,22,
Haiti,2025,August,8,demonstrations,18,
Haiti,2025,September,9,demonstrations,31,
Haiti,2025,October,10,demonstrations,32,
Haiti,2025,November,11,demonstrations,20,
Haiti,2025,December,12,demonstrations,18,
Haiti,2026,January,1,demonstrations,22,
Haiti,2026,February,2,demonstrations,9,
Haiti,2026,March,3,demonstrations,23,
Haiti,2026,April,4,demonstrations,64,
Haiti,2026,May,5,demonstrations,25,
Haiti,2026,June,6,demonstrations,20,
Haiti,2026,July,7,demonstrations,20,
Haiti,2026,August,8,demonstrations,23,
Haiti,2026,September,9,demonstrations,6,
Haiti,2018,January,1,political_violence,2,0
Haiti,2018,February,2,political_violence,5,3
Haiti,2018,March,3,political_violence,7,3
Haiti,2018,April,4,political_violence,16,20
Haiti,2018,May,5,political_violence,17,25
Haiti,2018,June,6,political_violence,7,5
Haiti,2018,July,7,political_violence,14,11
Haiti,2018,August,8,political_violence,15,7
Haiti,2018,September,9,political_violence,27,20
Haiti,2018,October,10,political_violence,29,25
Haiti,2018,November,11,political_violence,30,108
Haiti,2018,December,12,political_violence,23,26
Haiti,2019,January,1,political_violence,16,13
Haiti,2019,February,2,political_violence,33,12
Haiti,2019,March,3,political_violence,26,25
Haiti,2019,April,4,political_violence,24,74
Haiti,2019,May,5,political_violence,26,19
Haiti,2019,June,6,political_violence,25,28
Haiti,2019,July,7,political_violence,21,44
Haiti,2019,August,8,political_violence,31,34
Haiti,2019,September,9,political_violence,27,16
Haiti,2019,October,10,political_violence,41,43
Haiti,2019,November,11,political_violence,55,62
Haiti,2019,December,12,political_violence,25,27
Haiti,2020,January,1,political_violence,46,42
Haiti,2020,February,2,political_violence,41,42
Haiti,2020,March,3,political_violence,45,59
Haiti,2020,April,4,political_violence,34,48
Haiti,2020,May,5,political_violence,40,98
Haiti,2020,June,6,political_violence,32,43
Haiti,2020,July,7,political_violence,56,107
Haiti,2020,August,8,political_violence,44,93
Haiti,2020,September,9,political_violence,41,35
Haiti,2020,October,10,political_violence,68,59
Haiti,2020,November,11,political_violence,60,56
Haiti,2020,December,12,political_violence,53,27
Haiti,2021,January,1,political_violence,68,39
Haiti,2021,February,2,political_violence,58,69
Haiti,2021,March,3,political_violence,50,70
Haiti,2021,April,4,political_violence,66,46
Haiti,2021,May,5,political_violence,48,103
Haiti,2021,June,6,political_violence,62,204
Haiti,2021,July,7,political_violence,31,48
Haiti,2021,August,8,political_violence,48,41
Haiti,2021,September,9,political_violence,53,53
Haiti,2021,October,10,political_violence,65,46
Haiti,2021,November,11,political_violence,66,43
Haiti,2021,December,12,political_violence,53,54
Haiti,2022,January,1,political_violence,56,77
Haiti,2022,February,2,political_violence,59,67
Haiti,2022,March,3,political_violence,55,46
Haiti,2022,April,4,political_violence,104,222
Haiti,2022,May,5,political_violence,116,134
Haiti,2022,June,6,political_violence,69,47
Haiti,2022,July,7,political_violence,128,400
Haiti,2022,August,8,political_violence,54,69
Haiti,2022,September,9,political_violence,64,70
Haiti,2022,October,10,political_violence,99,241
Haiti,2022,November,11,political_violence,63,182
Haiti,2022,December,12,political_violence,48,57
Haiti,2023,January,1,political_violence,58,84
Haiti,2023,February,2,political_violence,89,166
Haiti,2023,March,3,political_violence,147,216
Haiti,2023,April,4,political_violence,165,601
Haiti,2023,May,5,political_violence,147,325
Haiti,2023,June,6,political_violence,56,56
Haiti,2023,July,7,political_violence,89,112
Haiti,2023,August,8,political_violence,125,207
Haiti,2023,September,9,political_violence,84,173
Haiti,2023,October,10,political_violence,77,107
Haiti,2023,November,11,political_violence,106,321
Haiti,2023,December,12,political_violence,89,120
Haiti,2024,January,1,political_violence,141,382
Haiti,2024,February,2,political_violence,119,322
Haiti,2024,March,3,political_violence,159,230
Haiti,2024,April,4,political_violence,101,177
Haiti,2024,May,5,political_violence,109,124
Haiti,2024,June,6,political_violence,62,112
Haiti,2024,July,7,political_violence,84,179
Haiti,2024,August,8,political_violence,86,205
Haiti,2024,September,9,political_violence,89,151
Haiti,2024,October,10,political_violence,116,355
Haiti,2024,November,11,political_violence,187,435
Haiti,2024,December,12,political_violence,189,884
Haiti,2025,January,1,political_violence,217,633
Haiti,2025,February,2,political_violence,249,592
Haiti,2025,March,3,political_violence,238,671
Haiti,2025,April,4,political_violence,129,454
Haiti,2025,May,5,political_violence,124,432
Haiti,2025,June,6,political_violence,128,444
Haiti,2025,July,7,political_violence,134,268
Haiti,2025,August,8,political_violence,110,232
Haiti,2025,September,9,political_violence,78,217
Haiti,2025,October,10,political_violence,133,235
Haiti,2025,November,11,political_violence,156,321
Haiti,2025,December,12,political_violence,103,325
Haiti,2026,January,1,political_violence,124,344
Haiti,2026,February,2,political_violence,94,242
Haiti,2026,March,3,political_violence,121,369
Haiti,2026,April,4,political_violence,114,245
Haiti,2026,May,5,political_violence,133,392
Haiti,2026,June,6,political_violence,112,271
Haiti,2026,July,7,political_violence,100,227
Haiti,2026,August,8,political_violence,62,103
Haiti,2026,September,9,political_violence,7,8
Israel,2016,January,1,civilian_targeting,1,2
Israel,2016,February,2,civilian_targeting,2,0
Israel,2016,March,3,civilian_targeting,3,3
Israel,2016,April,4,civilian_targeting,3,1
Israel,2016,May,5,civilian_targeting,5,0
Israel,2016,June,6,civilian_targeting,2,4
Israel,2016,July,7,civilian_targeting,0,0
Israel,2016,August,8,civilian_targeting,1,0
Israel,2016,September,9,civilian_targeting,0,0
Israel,2016,October,10,civilian_targeting,2,3
Israel,2016,November,11,civilian_targeting,0,0
Israel,2016,December,12,civilian_targeting,0,0
Israel,2017,January,1,civilian_targeting,5,3
Israel,2017,February,2,civilian_targeting,3,0
Israel,2017,March,3,civilian_targeting,2,0
Israel,2017,April,4,civilian_targeting,1,0
Israel,2017,May,5,civilian_targeting,3,0
Israel,2017,June,6,civilian_targeting,2,1
Israel,2017,July,7,civilian_targeting,1,0
Israel,2017,August,8,civilian_targeting,2,0
Israel,2017,September,9,civilian_targeting,2,0
Israel,2017,October,10,civilian_targeting,1,1
Israel,2017,November,11,civilian_targeting,1,0
Israel,2017,December,12,civilian_targeting,5,0
Israel,2018,January,1,civilian_targeting,0,0
Israel,2018,February,2,civilian_targeting,1,0
Israel,2018,March,3,civilian_targeting,0,0
Israel,2018,April,4,civilian_targeting,4,1
Israel,2018,May,5,civilian_targeting,5,0
Israel,2018,June,6,civilian_targeting,1,0
Israel,2018,July,7,civilian_targeting,3,0
Israel,2018,August,8,civilian_targeting,5,0
Israel,2018,September,9,civilian_targeting,5,0
Israel,2018,October,10,civilian_targeting,3,0
Israel,2018,November,11,civilian_targeting,6,2
Israel,2018,December,12,civilian_targeting,4,1
Israel,2019,January,1,civilian_targeting,5,2
Israel,2019,February,2,civilian_targeting,1,1
Israel,2019,March,3,civilian_targeting,5,0
Israel,2019,April,4,civilian_targeting,0,0
Israel,2019,May,5,civilian_targeting,10,5
Israel,2019,June,6,civilian_targeting,4,0
Israel,2019,July,7,civilian_targeting,6,2
Israel,2019,August,8,civilian_targeting,3,0
Israel,2019,September,9,civilian_targeting,1,0
Israel,2019,October,10,civilian_targeting,7,0
Israel,2019,November,11,civilian_targeting,3,0
Israel,2019,December,12,civilian_targeting,4,0
Israel,2020,January,1,civilian_targeting,2,0
Israel,2020,February,2,civilian_targeting,2,0
Israel,2020,March,3,civilian_targeting,2,0
Israel,2020,April,4,civilian_targeting,7,0
Israel,2020,May,5,civilian_targeting,3,0
Israel,2020,June,6,civilian_targeting,2,0
Israel,2020,July,7,civilian_targeting,4,0
Israel,2020,August,8,civilian_targeting,4,1
Israel,2020,September,9,civilian_targeting,1,0
Israel,2020,October,10,civilian_targeting,11,0
Israel,2020,November,11,civilian_targeting,3,0
Israel,2020,December,12,civilian_targeting,3,0
Israel,2021,January,1,civilian_targeting,4,1
Israel,2021,February,2,civilian_targeting,4,2
Israel,2021,March,3,civilian_targeting,6,1
Israel,2021,April,4,civilian_targeting,11,0
Israel,2021,May,5,civilian_targeting,75,12
Israel,2021,June,6,civilian_targeting,15,0
Israel,2021,July,7,civilian_targeting,7,1
Israel,2021,August,8,civilian_targeting,5,0
Israel,2021,September,9,civilian_targeting,4,0
Israel,2021,October,10,civilian_targeting,4,0
Israel,2021,November,11,civilian_targeting,8,0
Israel,2021,December,12,civilian_targeting,7,0
Israel,2022,January,1,civilian_targeting,16,0
Israel,2022,February,2,civilian_targeting,5,0
Israel,2022,March,3,civilian_targeting,14,16
Israel,2022,April,4,civilian_targeting,12,3
Israel,2022,May,5,civilian_targeting,8,3
Israel,2022,June,6,civilian_targeting,6,1
Israel,2022,July,7,civilian_targeting,4,0
Israel,2022,August,8,civilian_targeting,7,0
Israel,2022,September,9,civilian_targeting,7,2
Israel,2022,October,10,civilian_targeting,5,0
Israel,2022,November,11,civilian_targeting,9,2
Israel,2022,December,12,civilian_targeting,3,1
Israel,2023,January,1,civilian_targeting,3,0
Israel,2023,February,2,civilian_targeting,2,0
Israel,2023,March,3,civilian_targeting,7,2
Israel,2023,April,4,civilian_targeting,12,4
Israel,2023,May,5,civilian_targeting,26,3
Israel,2023,June,6,civilian_targeting,6,0
Israel,2023,July,7,civilian_targeting,4,1
Israel,2023,August,8,civilian_targeting,7,1
Israel,2023,September,9,civilian_targeting,4,0
Israel,2023,October,10,civilian_targeting,128,907
Israel,2023,November,11,civilian_targeting,13,9
Israel,2023,December,12,civilian_targeting,9,1
Israel,2024,January,1,civilian_targeting,6,3
Israel,2024,February,2,civilian_targeting,6,3
Israel,2024,March,3,civilian_targeting,6,4
Israel,2024,April,4,civilian_targeting,10,2
Israel,2024,May,5,civilian_targeting,15,0
Israel,2024,June,6,civilian_targeting,6,0
Israel,2024,July,7,civilian_targeting,11,4
Israel,2024,August,8,civilian_targeting,13,5
Israel,2024,September,9,civilian_targeting,18,0
Israel,2024,October,10,civilian_targeting,46,29
Israel,2024,November,11,civilian_targeting,26,5
Israel,2024,December,12,civilian_targeting,4,1
Israel,2025,January,1,civilian_targeting,2,3
Israel,2025,February,2,civilian_targeting,2,2
Israel,2025,March,3,civilian_targeting,4,7
Israel,2025,April,4,civilian_targeting,1,0
Israel,2025,May,5,civilian_targeting,3,1
Israel,2025,June,6,civilian_targeting,33,32
Israel,2025,July,7,civilian_targeting,2,0
Israel,2025,August,8,civilian_targeting,0,0
Israel,2025,September,9,civilian_targeting,3,0
Israel,2025,October,10,civilian_targeting,2,1
Israel,2025,November,11,civilian_targeting,7,0
Israel,2025,December,12,civilian_targeting,6,2
Israel,2026,January,1,civilian_targeting,3,1
Israel,2026,February,2,civilian_targeting,9,2
Israel,2026,March,3,civilian_targeting,88,18
Israel,2026,April,4,civilian_targeting,28,6
Israel,2026,May,5,civilian_targeting,6,0
Israel,2026,June,6,civilian_targeting,3,1
Israel,2026,July,7,civilian_targeting,5,0
Israel,2026,August,8,civilian_targeting,2,0
Israel,2026,September,9,civilian_targeting,0,0
Israel,2016,January,1,demonstrations,11,
Israel,2016,February,2,demonstrations,18,
Israel,2016,March,3,demonstrations,10,
Israel,2016,April,4,demonstrations,8,
Israel,2016,May,5,demonstrations,8,
Israel,2016,June,6,demonstrations,4,
Israel,2016,July,7,demonstrations,5,
Israel,2016,August,8,demonstrations,14,
Israel,2016,September,9,demonstrations,20,
Israel,2016,October,10,demonstrations,10,
Israel,2016,November,11,demonstrations,7,
Israel,2016,December,12,demonstrations,25,
Israel,2017,January,1,demonstrations,63,
Israel,2017,February,2,demonstrations,32,
Israel,2017,March,3,demonstrations,33,
Israel,2017,April,4,demonstrations,20,
Israel,2017,May,5,demonstrations,23,
Israel,2017,June,6,demonstrations,17,
Israel,2017,July,7,demonstrations,26,
Israel,2017,August,8,demonstrations,21,
Israel,2017,September,9,demonstrations,18,
Israel,2017,October,10,demonstrations,25,
Israel,2017,November,11,demonstrations,19,
Israel,2017,December,12,demonstrations,47,
Israel,2018,January,1,demonstrations,30,
Israel,2018,February,2,demonstrations,21,
Israel,2018,March,3,demonstrations,28,
Israel,2018,April,4,demonstrations,48,
Israel,2018,May,5,demonstrations,51,
Israel,2018,June,6,demonstrations,17,
Israel,2018,July,7,demonstrations,33,
Israel,2018,August,8,demonstrations,32,
Israel,2018,September,9,demonstrations,10,
Israel,2018,October,10,demonstrations,29,
Israel,2018,November,11,demonstrations,49,
Israel,2018,December,12,demonstrations,85,
Israel,2019,January,1,demonstrations,29,
Israel,2019,February,2,demonstrations,27,
Israel,2019,March,3,demonstrations,29,
Israel,2019,April,4,demonstrations,17,
Israel,2019,May,5,demonstrations,25,
Israel,2019,June,6,demonstrations,25,
Israel,2019,July,7,demonstrations,82,
Israel,2019,August,8,demonstrations,24,
Israel,2019,September,9,demonstrations,51,
Israel,2019,October,10,demonstrations,99,
Israel,2019,November,11,demonstrations,41,
Israel,2019,December,12,demonstrations,19,
Israel,2020,January,1,demonstrations,27,
Israel,2020,February,2,demonstrations,21,
Israel,2020,March,3,demonstrations,20,
Israel,2020,April,4,demonstrations,38,
Israel,2020,May,5,demonstrations,56,
Israel,2020,June,6,demonstrations,66,
Israel,2020,July,7,demonstrations,231,
Israel,2020,August,8,demonstrations,151,
Israel,2020,September,9,demonstrations,120,
Israel,2020,October,10,demonstrations,281,
Israel,2020,November,11,demonstrations,196,
Israel,2020,December,12,demonstrations,132,
Israel,2021,January,1,demonstrations,147,
Israel,2021,February,2,demonstrations,131,
Israel,2021,March,3,demonstrations,96,
Israel,2021,April,4,demonstrations,94,
Israel,2021,May,5,demonstrations,156,
Israel,2021,June,6,demonstrations,160,
Israel,2021,July,7,demonstrations,49,
Israel,2021,August,8,demonstrations,51,
Israel,2021,September,9,demonstrations,72,
Israel,2021,October,10,demonstrations,80,
Israel,2021,November,11,demonstrations,77,
Israel,2021,December,12,demonstrations,41,
Israel,2022,January,1,demonstrations,108,
Israel,2022,February,2,demonstrations,55,
Israel,2022,March,3,demonstrations,46,
Israel,2022,April,4,demonstrations,43,
Israel,2022,May,5,demonstrations,66,
Israel,2022,June,6,demonstrations,56,
Israel,2022,July,7,demonstrations,47,
Israel,2022,August,8,demonstrations,64,
Israel,2022,September,9,demonstrations,116,
Israel,2022,October,10,demonstrations,121,
Israel,2022,November,11,demonstrations,47,
Israel,2022,December,12,demonstrations,52,
Israel,2023,January,1,demonstrations,120,
Israel,2023,February,2,demonstrations,245,
Israel,2023,March,3,demonstrations,480,
Israel,2023,April,4,demonstrations,258,
Israel,2023,May,5,demonstrations,230,
Israel,2023,June,6,demonstrations,262,
Israel,2023,July,7,demonstrations,462,
Israel,2023,August,8,demonstrations,178,
Israel,2023,September,9,demonstrations,164,
Israel,2023,October,10,demonstrations,30,
Israel,2023,November,11,demonstrations,56,
Israel,2023,December,12,demonstrations,44,
Israel,2024,January,1,demonstrations,88,
Israel,2024,February,2,demonstrations,151,
Israel,2024,March,3,demonstrations,150,
Israel,2024,April,4,demonstrations,108,
Israel,2024,May,5,demonstrations,171,
Israel,2024,June,6,demonstrations,165,
Israel,2024,July,7,demonstrations,179,
Israel,2024,August,8,demonstrations,125,
Israel,2024,September,9,demonstrations,226,
Israel,2024,October,10,demonstrations,50,
Israel,2024,November,11,demonstrations,108,
Israel,2024,December,12,demonstrations,100,
Israel,2025,January,1,demonstrations,128,
Israel,2025,February,2,demonstrations,81,
Israel,2025,March,3,demonstrations,127,
Israel,2025,April,4,demonstrations,70,
Israel,2025,May,5,demonstrations,157,
Israel,2025,June,6,demonstrations,119,
Israel,2025,July,7,demonstrations,183,
Israel,2025,August,8,demonstrations,327,
Israel,2025,September,9,demonstrations,188,
Israel,2025,October,10,demonstrations,120,
Israel,2025,November,11,demonstrations,101,
Israel,2025,December,12,demonstrations,91,
Israel,2026,January,1,demonstrations,148,
Israel,2026,February,2,demonstrations,108,
Israel,2026,March,3,demonstrations,20,
Israel,2026,April,4,demonstrations,89,
Israel,2026,May,5,demonstrations,94,
Israel,2026,June,6,demonstrations,141,
Israel,2026,July,7,demonstrations,133,
Israel,2026,August,8,demonstrations,107,
Israel,2026,September,9,demonstrations,24,
Israel,2016,January,1,political_violence,5,3
Israel,2016,February,2,political_violence,4,1
Israel,2016,March,3,political_violence,6,3
Israel,2016,April,4,political_violence,4,1
Israel,2016,May,5,political_violence,8,0
Israel,2016,June,6,political_violence,4,5
Israel,2016,July,7,political_violence,3,0
Israel,2016,August,8,political_violence,3,0
Israel,2016,September,9,political_violence,3,0
Israel,2016,October,10,political_violence,6,3
Israel,2016,November,11,political_violence,0,0
Israel,2016,December,12,political_violence,1,0
Israel,2017,January,1,political_violence,8,3
Israel,2017,February,2,political_violence,7,0
Israel,2017,March,3,political_violence,7,0
Israel,2017,April,4,political_violence,2,0
Israel,2017,May,5,political_violence,8,1
Israel,2017,June,6,political_violence,10,2
Israel,2017,July,7,political_violence,3,0
Israel,2017,August,8,political_violence,5,0
Israel,2017,September,9,political_violence,4,0
Israel,2017,October,10,political_violence,2,1
Israel,2017,November,11,political_violence,4,1
Israel,2017,December,12,political_violence,13,0
Israel,2018,January,1,political_violence,9,0
Israel,2018,February,2,political_violence,5,0
Israel,2018,March,3,political_violence,1,0
Israel,2018,April,4,political_violence,10,3
Israel,2018,May,5,political_violence,36,0
Israel,2018,June,6,political_violence,48,0
Israel,2018,July,7,political_violence,71,1
Israel,2018,August,8,political_violence,31,0
Israel,2018,September,9,political_violence,37,0
Israel,2018,October,10,political_violence,33,0
Israel,2018,November,11,political_violence,15,2
Israel,2018,December,12,political_violence,7,1
Israel,2019,January,1,political_violence,14,2
Israel,2019,February,2,political_violence,11,1
Israel,2019,March,3,political_violence,38,0
Israel,2019,April,4,political_violence,10,0
Israel,2019,May,5,political_violence,51,5
Israel,2019,June,6,political_violence,39,1
Israel,2019,July,7,political_violence,17,2
Israel,2019,August,8,political_violence,18,0
Israel,2019,September,9,political_violence,12,0
Israel,2019,October,10,political_violence,13,0
Israel,2019,November,11,political_violence,20,0
Israel,2019,December,12,political_violence,7,0
Israel,2020,January,1,political_violence,20,0
Israel,2020,February,2,political_violence,53,0
Israel,2020,March,3,political_violence,7,0
Israel,2020,April,4,political_violence,17,0
Israel,2020,May,5,political_violence,7,0
Israel,2020,June,6,political_violence,7,0
Israel,2020,July,7,political_violence,4,0
Israel,2020,August,8,political_violence,77,1
Israel,2020,September,9,political_violence,4,0
Israel,2020,October,10,political_violence,25,0
Israel,2020,November,11,political_violence,11,0
Israel,2020,December,12,political_violence,4,0
Israel,2021,January,1,political_violence,29,1
Israel,2021,February,2,political_violence,7,2
Israel,2021,March,3,political_violence,9,1
Israel,2021,April,4,political_violence,30,0
Israel,2021,May,5,political_violence,213,17
Israel,2021,June,6,political_violence,26,0
Israel,2021,July,7,political_violence,16,1
Israel,2021,August,8,political_violence,16,0
Israel,2021,September,9,political_violence,9,1
Israel,2021,October,10,political_violence,5,0
Israel,2021,November,11,political_violence,12,0
Israel,2021,December,12,political_violence,12,1
Israel,2022,January,1,political_violence,25,0
Israel,2022,February,2,political_violence,5,0
Israel,2022,March,3,political_violence,19,17
Israel,2022,April,4,political_violence,19,4
Israel,2022,May,5,political_violence,8,3
Israel,2022,June,6,political_violence,6,1
Israel,2022,July,7,political_violence,7,0
Israel,2022,August,8,political_violence,22,0
Israel,2022,September,9,political_violence,9,2
Israel,2022,October,10,political_violence,7,0
Israel,2022,November,11,political_violence,12,2
Israel,2022,December,12,political_violence,7,2
Israel,2023,January,1,political_violence,5,0
Israel,2023,February,2,political_violence,6,0
Israel,2023,March,3,political_violence,13,3
Israel,2023,April,4,political_violence,20,4
Israel,2023,May,5,political_violence,52,3
Israel,2023,June,6,political_violence,7,4
