icao24,callsign,origin_country,time_position,longitude,latitude,baro_altitude,on_ground,velocity
4bcdd2,SXS73E,Turkey,1789370397,27.3156,38.1251,1973.58,False,136.01
4bcdd5,SXS8UH,Turkey,1789370434,21.2365,45.8993,11574.78,False,212.72
4bcde5,SXS6HK,Turkey,1789370432,8.557,50.035,,True,4.63
4bcde4,SXS8GA,Turkey,1789370434,17.1644,45.2436,11582.4,False,217.46
4bcde3,SXS5NW,Turkey,1789370435,14.4088,50.6401,6461.76,False,236.11
4bbb30,OYA5510,Turkey,1789370434,15.6713,32.8083,9898.38,False,256.21
4bce61,KOC02,Turkey,1789370434,29.6938,40.106,7840.98,False,219.51
4bce43,SXS9LQ,Turkey,1789370434,11.8814,52.7191,8801.1,False,163.97
4bce47,SXS5AR,Turkey,1789370434,29.7817,40.397,10972.8,False,232.92
4bce45,SXS4QE,Turkey,1789370435,11.5882,52.024,7970.52,False,198.43
4bcda9,SXS4TM,Turkey,1789370433,18.2622,44.26,11277.6,False,244.95
4bcda4,SXS2,Turkey,1789370434,14.2725,46.0729,5227.32,False,173.5
4bcdaa,SXS3FR,Turkey,1789370434,20.6913,44.6572,11277.6,False,253.71
4bcdb6,SXS3RT,Turkey,1789370434,11.941,48.1527,9753.6,False,224.18
4bcdae,SXS6VQ,Turkey,1789370434,7.4905,47.6454,350.52,False,74.78
4bcdac,SXS6MX,Turkey,,,,,False,185.19
4bcdab,SXS2VN,Turkey,1789370433,28.5733,41.7385,10972.8,False,225.22
4bcca9,SXS46A,Turkey,1789370433,20.3041,43.9357,11277.6,False,249.63
4bccaa,SXS6RQ,Turkey,1789370434,30.8812,37.0546,2004.06,False,143.2
4bccb9,SXS6FT,Turkey,1789370434,14.8258,48.2715,11277.6,False,246.62
4bce0f,SXS8RG,Turkey,1789369390,29.3504,41.9682,11186.16,False,56.14
4bce0e,SXS75G,Turkey,1789370435,26.0298,39.2483,9646.92,False,231.86
4bce0d,SXS9UK,Turkey,1789370434,20.9798,44.8658,11887.2,False,244.24
4bce0a,SXS87M,Turkey,1789370435,22.9226,45.5674,11277.6,False,253.43
4bce1a,SXS6EG,Turkey,1789370433,30.6871,38.4078,9098.28,False,240.41
4bce08,SXS4MB,Turkey,1789370434,10.4737,49.8593,10972.8,False,204.89
4bce05,SXS8LW,Turkey,1789370434,19.3871,44.2386,10668,False,252.86
4bce04,SXS203,Turkey,1789370434,34.1461,35.6792,10972.8,False,231.66
4bce03,SXS1MG,Turkey,1789370434,19.3692,46.4856,11582.4,False,209.7
4bce10,SXS2VP,Turkey,1789370434,14.7837,50.3999,11277.6,False,262.91
4bce19,SXS209,Turkey,1789370434,30.8951,36.6811,1470.66,False,107.05
4bce16,SXS3CA,Turkey,1789370434,12.5933,47.7374,11887.2,False,251.61
4bce15,SXS8JX,Turkey,1789370434,29.5587,40.7353,10972.8,False,220.38
4bce13,SXS2JG,Turkey,1789370434,0.7042,52.0387,2118.36,False,131.18
4bce12,SXS1440,Turkey,1789370435,26.1801,38.3694,7071.36,False,211.31
748063,MEA201,Lebanon,1789370434,24.8465,43.969,9753.6,False,216.05
0102a9,,Egypt,1789370297,37.4073,36.7277,10675.62,False,227.26
4b82e1,TURNA64,Turkey,1789370423,30.4713,34.392,4724.4,False,90.73
0102ac,NMA445,Egypt,1789370434,35.0998,29.5624,9144,False,211.54
4b8344,MARTI34,Turkey,1789370435,29.9465,39.7571,5791.2,False,129.24
01024b,MSC2921,Egypt,1789370435,8.5577,47.4586,320.04,True,6.94
01024c,MSC884,Egypt,1789370341,48.8291,41.5726,10965.18,False,229.01
01024e,MSC3117,Egypt,1789370435,-6.8158,41.4874,9349.74,False,258.14
010262,,Egypt,,,,,False,220.16
010255,RBG542,Egypt,1789370434,25.4557,35.414,10972.8,False,213.68
01023c,MSC3614,Egypt,1789370434,21.9568,47.2056,10660.38,False,250.41
01023b,RSX338,Egypt,1789370423,22.4767,49.6076,10668,False,241.75
01023e,MSC652,Egypt,1789370435,27.8929,34.4965,10058.4,False,240.3
01023f,RSX338,Egypt,1789370434,22.4678,49.5864,10668,False,242.25
010250,LMU668,Egypt,1789370427,32.5778,28.5098,9342.12,False,227.72
4b8399,0000,Turkey,1789370435,27.2808,37.4257,5501.64,False,46.99
010248,NIA6102,Egypt,1789370434,24.4704,37.2707,10668,False,253.55
881051,NOK127,Thailand,1789370433,98.9661,18.7706,,True,4.12
01026f,MSC960,Egypt,1789370425,32.2009,29.5579,9753.6,False,233.9
01026e,MSC998,Egypt,1789370161,31.9851,29.6472,1958.34,False,146.58
881055,NOK574,Thailand,1789370434,99.6822,11.0832,10614.66,False,221.13
881054,NOK524,Thailand,1789370434,100.4024,13.7763,2034.54,False,147.58
010280,NMA1471,Egypt,1789370431,37.394,36.6447,11269.98,False,228.15
010281,LMU722,Egypt,1789370434,42.8601,41.4137,10363.2,False,224.71
010284,NMA611,Egypt,,,,11269.98,False,1196.38
010274,NMA601,Egypt,1789370434,22.6494,45.3871,10668,False,260.82
010277,SVI1112,Egypt,1789370434,24.911,34.6829,11269.98,False,249.16
010278,NMA643,Egypt,1789370416,21.6148,49.3426,10675.62,False,237.88
010273,MSC303,Egypt,1789370252,28.7331,41.2695,,True,6.94
010265,MSC2976,Egypt,1789370434,27.8951,36.5022,10972.8,False,214.75
010206,MSR783,Egypt,1789370434,2.0908,50.0301,10972.8,False,212.8
010208,MSR974,Egypt,1789370434,74.9779,28.503,7574.28,False,249.84
01022b,MSC452,Egypt,1789370222,29.7118,30.9,76.2,False,75.12
01022d,MSC3107,Egypt,1789370426,19.0526,36.3829,10980.42,False,220.76
010237,NMA8007,Egypt,1789370317,30.4542,30.9611,6515.1,False,227.29
01028a,MSR985,Egypt,1789370435,-2.0715,40.1734,11277.6,False,260.68
01027d,MSR651,Egypt,1789370354,35.673,29.5786,10660.38,False,249.56
010285,PYR013,Egypt,,,,,False,664.82
010287,NMA8001,Egypt,1789370433,29.5031,31.4494,7520.94,False,241.61
010289,MSR983,Egypt,1789370434,24.7177,39.4721,10363.2,False,244.33
01027c,NMA643,Egypt,1789370434,21.6193,49.3058,10675.62,False,237.88
0101fa,RBG328,Egypt,1789370345,32.7488,29.1813,8572.5,False,200.3
0101de,MSR987,Egypt,1789370434,-8.7122,41.781,11277.6,False,258.5
0101c9,SUCCF,Egypt,1789370399,32.107,31.6586,441.96,False,75.83
0101b9,MSR709,Egypt,1789370299,35.4636,34.1131,1211.58,False,117.78
4bd156,CAI9441,Turkey,1789370435,23.8139,46.6037,3886.2,False,181.33
4bd152,CAI9744,Turkey,1789370051,48.6831,41.4958,11277.6,False,241.84
881424,AIQ356,Thailand,1789370232,103.1476,4.0765,10919.46,False,235.77
88140a,MT303,Thailand,1789370435,99.8572,14.248,1866.9,False,124.68
881408,MTNG305,Thailand,1789370386,99.9555,13.3069,2461.26,False,128.34
881406,MTNG302,Thailand,1789370432,99.9528,13.5963,2484.12,False,143.13
885b50,TVJ567,Thailand,1789370426,121.2429,25.08,,True,0
885b48,TVJ106,Thailand,1789370435,100.537,13.6632,3421.38,False,132.92
885b43,TVJ961,Thailand,1789370427,103.0138,14.7544,9144,False,253.68
885b41,TVJ105,Thailand,1789370434,100.2256,15.6497,9791.7,False,236.42
010144,MSR728,Egypt,1789370434,25.3923,39.4759,11277.6,False,246.52
01010c,MSR2753,Egypt,1789370433,24.6068,34.1624,10972.8,False,208.12
01010d,MSR720,Egypt,1789370420,32.0528,29.7425,4526.28,False,235.58
4b9067,PGT1853,Turkey,1789370385,34.2196,36.5198,4572,False,186.11
4b9065,PGT3440,Turkey,1789370397,27.1378,38.3941,1104.9,False,138.42
